usuario,perfilLink,textoComentario,timestamp,dataFormatada,tempoExibido,likes,id_comentario,texto_limpo,n_palavras,categorias,n_categorias,categoria_principal,sent_score,sent_polaridade,sent_intensidade,sent_n_palavras
leidy.6,leidy.6,"Não tenho lembrança alguma de ver meu irmão mais velho lavar os pratos, quando chegava em casa sentava no sofá e recebia seu cafezinho com leite na mão, qualquer coisa que era feito pra mim e minha irmã era jogado na cara, mas pra ele não. E ainda crescemos achando e agindo como se ele fosse o rei da casa, poupávamos ele dos problemas que a maioria das vezes o próprio criava e resolvíamos tudo como se fôssemos “funcionárias” dele.",2023-01-15T15:53:56Z,"Jan 15, 2023",122w,9,863,"Não tenho lembrança alguma de ver meu irmão mais velho lavar os pratos, quando chegava em casa sentava no sofá e recebia seu cafezinho com leite na mão, qualquer coisa que era feito pra mim e minha irmã era jogado na cara, mas pra ele não. E ainda crescemos achando e agindo como se ele fosse o rei da casa, poupávamos ele dos problemas que a maioria das vezes o próprio criava e resolvíamos tudo como se fôssemos “funcionárias” dele.",80,,1,diferenciacao_domestica,0,neutro,0,0
danytti,danytti,"Meu irmão não tinha tarefas em casa. Só eu e minha irmã. Além de toda bagunça que ele fazia, a gente tinha a obrigação de arrumar.",2023-01-15T15:54:00Z,"Jan 15, 2023",122w,0,864,"Meu irmão não tinha tarefas em casa. Só eu e minha irmã. Além de toda bagunça que ele fazia, a gente tinha a obrigação de arrumar.",26,,1,diferenciacao_domestica,0,neutro,0,0
anaclaudiamacena,anaclaudiamacena,"Lembro de eu passar meu uniforme do colégio toda noite para usar no outro dia logo cedo. Minha mãe passava o uniforme do trabalho do meu irmão 6 anos mais velho. Eu questionava e a resposta era ""ele trabalha"". Morávamos todos juntos nesta época e depois que meu irmão casou, minha mãe continuou lavando e passando o uniforme e fazendo almoço para ele, pois trabalhava perto da casa dela. E eu, que continuava morando com ela, ficava o dia todo na faculdade e estagiava, continuava lavando e passando minhas roupas. Afinal de contas, eu ""só"" estudava. A gente sabe que não era questão de trabalho ou estudo, mas sim o gênero.",2023-01-15T15:54:00Z,"Jan 15, 2023",122w,5,865,"Lembro de eu passar meu uniforme do colégio toda noite para usar no outro dia logo cedo. Minha mãe passava o uniforme do trabalho do meu irmão 6 anos mais velho. Eu questionava e a resposta era ""ele trabalha"". Morávamos todos juntos nesta época e depois que meu irmão casou, minha mãe continuou lavando e passando o uniforme e fazendo almoço para ele, pois trabalhava perto da casa dela. E eu, que continuava morando com ela, ficava o dia todo na faculdade e estagiava, continuava lavando e passando minhas roupas. Afinal de contas, eu ""só"" estudava. A gente sabe que não era questão de trabalho ou estudo, mas sim o gênero.",111,,3,diferenciacao_domestica,0,neutro,0,0
grudinhodemae,grudinhodemae,"Sou a mais velha de 3. Desde novinha aprendi a cuidar de tudo da casa, enquanto meu irmão nunca fez nada. Ele podia brincar, ler ou estudar enquanto eu cuidava da casa. Era obrigada a fazer tudo. Assumi responsabilidades que não eram minhas. Cuidados até mesmo com ele que nunca foi capaz de se cuidar minimamente e acabou tendo transtornos com drogas e cometendo delitos. Isso de alguma forma reverbera até hoje quando eu assumi os cuidados da filha dele. Lembro de na infância escutar que eu era inteligente, mas ele era mais, quando na verdade ele tinha muito mais tempo e disponibilidade mental para estudar.",2023-01-15T15:54:04Z,"Jan 15, 2023",122w,459,866,"Sou a mais velha de 3. Desde novinha aprendi a cuidar de tudo da casa, enquanto meu irmão nunca fez nada. Ele podia brincar, ler ou estudar enquanto eu cuidava da casa. Era obrigada a fazer tudo. Assumi responsabilidades que não eram minhas. Cuidados até mesmo com ele que nunca foi capaz de se cuidar minimamente e acabou tendo transtornos com drogas e cometendo delitos. Isso de alguma forma reverbera até hoje quando eu assumi os cuidados da filha dele. Lembro de na infância escutar que eu era inteligente, mas ele era mais, quando na verdade ele tinha muito mais tempo e disponibilidade mental para estudar.",106,,3,diferenciacao_domestica,0,neutro,0,0
denisecarvalhol,denisecarvalhol,"Bom, fora tudo o que já falaram aqui e mais um pouco, quando eu comecei a questionar isso a resposta do meu pai era “prenda tuas cabras que meu bode tá solto”",2023-01-15T15:54:07Z,"Jan 15, 2023",122w,1,867,"Bom, fora tudo o que já falaram aqui e mais um pouco, quando eu comecei a questionar isso a resposta do meu pai era “prenda tuas cabras que meu bode tá solto”",32,,1,consciencia_resistencia,0,neutro,0,0
fernandananda08,fernandananda08,Minha mãe nos deixou em casa desde os 9 e era pra ele arrumar a comida e arrumar a cozinha kkkkk mais isso nunca aconteceu se eu quisesse comer tinha que arrumar,2023-01-15T15:54:12Z,"Jan 15, 2023",122w,0,868,Minha mãe nos deixou em casa desde os 9 e era pra ele arrumar a comida e arrumar a cozinha kkkkk mais isso nunca aconteceu se eu quisesse comer tinha que arrumar,32,,1,diferenciacao_domestica,0,neutro,0,0
andreaff,andreaff,"Eu nunca podia ajudar meu pai nos cuidados externos da casa, eu tinha que ajudar na manutenção interna. Eu só poderia sair a noite se o irmão fosse junto.",2023-01-15T15:54:15Z,"Jan 15, 2023",122w,0,869,"Eu nunca podia ajudar meu pai nos cuidados externos da casa, eu tinha que ajudar na manutenção interna. Eu só poderia sair a noite se o irmão fosse junto.",29,,3,diferenciacao_domestica,0,neutro,0,0
mirgfonseca,mirgfonseca,"Meu irmão podia brincar na rua, soltar pipa, andar de bike, rolemã… eu nunca pude! Era da escola pra casa.. triste!",2023-01-15T15:54:17Z,"Jan 15, 2023",122w,0,870,"Meu irmão podia brincar na rua, soltar pipa, andar de bike, rolemã… eu nunca pude! Era da escola pra casa.. triste!",21,,2,diferenciacao_domestica,-1,negativo,1,1
camillafrancoribeiro,camillafrancoribeiro,"O que mais me revoltava era depois do almoço ou jantar, meu pai e irmão iam para o sofá e eu minha mãe e irmã íamos lavar a louça 😢",2023-01-15T15:54:21Z,"Jan 15, 2023",122w,0,871,"O que mais me revoltava era depois do almoço ou jantar, meu pai e irmão iam para o sofá e eu minha mãe e irmã íamos lavar a louça 😢",30,,2,diferenciacao_domestica,0,neutro,0,0
danievelyn,danievelyn,Noooossa! Sei nem por onde começar! E nunca foi sobre divisão de tarefas domésticas pois meus irmãos sempre gostaram de organização. O massacre do patriarcado acontecia de outras maneiras…,2023-01-15T15:54:24Z,"Jan 15, 2023",122w,17,872,Noooossa! Sei nem por onde começar! E nunca foi sobre divisão de tarefas domésticas pois meus irmãos sempre gostaram de organização. O massacre do patriarcado acontecia de outras maneiras…,29,,0,sem_categoria,0,neutro,0,0
aninhaoliveira36,aninhaoliveira36,"Eu cresci com um irmão mais novo , e sempre tivemos as msm coisas , as msm obrigações, ele arrumava cozinha ,lavava banheiro , colocava roupa no varal , isso depende de criação pra criação , hoje ele está aí casado ,sabe lavar roupa , sabe cozinhar pra esposa dele",2023-01-15T15:54:27Z,"Jan 15, 2023",122w,3,873,"Eu cresci com um irmão mais novo , e sempre tivemos as msm coisas , as msm obrigações, ele arrumava cozinha ,lavava banheiro , colocava roupa no varal , isso depende de criação pra criação , hoje ele está aí casado ,sabe lavar roupa , sabe cozinhar pra esposa dele",50,,2,diferenciacao_domestica,0,neutro,0,0
a_maiato,a_maiato,"Eu tinha que ficar em casa estudando e não podia falar com guri nenhum, nem na frente do portão de casa(eu com uns 15, 16 anos) é meu irmão com 10 poderia brincar na rua até tarde com qualquer criança sem precisar pedir permissão",2023-01-15T15:54:35Z,"Jan 15, 2023",122w,8,874,"Eu tinha que ficar em casa estudando e não podia falar com guri nenhum, nem na frente do portão de casa(eu com uns 15, 16 anos) é meu irmão com 10 poderia brincar na rua até tarde com qualquer criança sem precisar pedir permissão",44,,2,diferenciacao_domestica,0,neutro,0,0
priscilamab,priscilamab,"Irmão 4 anos mais novo: eu era responsabilizada por tudo o que acontecia com ele, era minha obrigação cuidar pq afinal de contas “eu que havia pedido um irmão”. Sem contar a parte das obrigações de casa, enquanto a faxina era minha, ele só precisava retirar o lixo e encher as garrafas de água 😂",2023-01-15T15:54:36Z,"Jan 15, 2023",122w,0,875,"Irmão 4 anos mais novo: eu era responsabilizada por tudo o que acontecia com ele, era minha obrigação cuidar pq afinal de contas “eu que havia pedido um irmão”. Sem contar a parte das obrigações de casa, enquanto a faxina era minha, ele só precisava retirar o lixo e encher as garrafas de água 😂",55,,1,diferenciacao_domestica,0,neutro,0,0
_deyseane,_deyseane,"Não consigo escrever tudo. Até hoje isso continua, mesmo todos sendo ""desconstruídos"". E o pior é agora que sou mãe solo pq o genitor não quis ter responsabilidade, mas a culpa et minha pq quis sentar em p!r0c@.",2023-01-15T15:54:48Z,"Jan 15, 2023",122w,0,876,"Não consigo escrever tudo. Até hoje isso continua, mesmo todos sendo ""desconstruídos"". E o pior é agora que sou mãe solo pq o genitor não quis ter responsabilidade, mas a culpa et minha pq quis sentar em p!r0c@.",38,,0,sem_categoria,0,neutro,0,0
helania.porto,helania.porto,"Meu irmão aprendeu a dirigir aos 12 anos, logo teve um carro para sair, enquanto nós, as irmãs mais velhas, só tivemos nossa chance adultas, quando passamos a trabalhar e termos dinheiro para pagar a autoescola. Até hoje a situação é complicada, qdo os nossos pais adoecem, quem larga tudo para cuidar deles somos nós, meu irmão nunca é requisitado pelos meus pais.",2023-01-15T15:54:50Z,"Jan 15, 2023",122w,0,877,"Meu irmão aprendeu a dirigir aos 12 anos, logo teve um carro para sair, enquanto nós, as irmãs mais velhas, só tivemos nossa chance adultas, quando passamos a trabalhar e termos dinheiro para pagar a autoescola. Até hoje a situação é complicada, qdo os nossos pais adoecem, quem larga tudo para cuidar deles somos nós, meu irmão nunca é requisitado pelos meus pais.",63,,4,diferenciacao_domestica,0,neutro,0,0
ajuliamoreira,ajuliamoreira,"Me assusta muito a propagação da cultura machista pelas próprias mães sobre suas filhas mulheres. Na minha casa sempre foi assim, quando meu pai chegava do trabalho minha mãe só me olhava de rabo de olho pra eu ir levar o chinelo dele. Sem querer defender meu pai, ele nunca pediu ou exigiu isso (mas também nunca disse que não era pra fazer), ela fazia pois achava que esse era nosso serviço 🤡Afinal ele tinha passado o dia inteiro trabalhando (= trabalho que produz dinheiro, né, porque qualquer outro tipo de trabalho não é valorizado)",2023-01-15T15:54:54Z,"Jan 15, 2023",122w,25,878,"Me assusta muito a propagação da cultura machista pelas próprias mães sobre suas filhas mulheres. Na minha casa sempre foi assim, quando meu pai chegava do trabalho minha mãe só me olhava de rabo de olho pra eu ir levar o chinelo dele. Sem querer defender meu pai, ele nunca pediu ou exigiu isso (mas também nunca disse que não era pra fazer), ela fazia pois achava que esse era nosso serviço 🤡Afinal ele tinha passado o dia inteiro trabalhando (= trabalho que produz dinheiro, né, porque qualquer outro tipo de trabalho não é valorizado)",95,,2,diferenciacao_domestica,-0.5,negativo,0.5,1
chauvin.ana,chauvin.ana,"Limpar toda casa sozinha, servir meu pai sempre que minha mãe não estava (obrigatoriamente), tomar vários esporros caso isso não ocorresse. O pior de todos foi o dia que meus pais descobriram que eu tinha beijado um menino aos 12 anos e meu pai disse que se ele soubesse disso mais uma vez ou se eu fizesse eu ia parar de estudar e ficar limpando casa. Sim, exatamente isso que vocês leram. Além do dia que me deu um tapa na cara e quebrou meu dente só porque não queria que eu ficasse no quintal da minha casa, com meu então namorado, com 16 anos.Minha mãe é serva até hoje e acha um absurdo eu não ser.",2023-01-15T15:55:07Z,"Jan 15, 2023",122w,10,879,"Limpar toda casa sozinha, servir meu pai sempre que minha mãe não estava (obrigatoriamente), tomar vários esporros caso isso não ocorresse. O pior de todos foi o dia que meus pais descobriram que eu tinha beijado um menino aos 12 anos e meu pai disse que se ele soubesse disso mais uma vez ou se eu fizesse eu ia parar de estudar e ficar limpando casa. Sim, exatamente isso que vocês leram. Além do dia que me deu um tapa na cara e quebrou meu dente só porque não queria que eu ficasse no quintal da minha casa, com meu então namorado, com 16 anos.Minha mãe é serva até hoje e acha um absurdo eu não ser.",117,,3,diferenciacao_domestica,0,neutro,0,0
iamandressatoledo,iamandressatoledo,"Iniciando pelo fato de quem limpava a casa era minha mãe ou eu. Meu irmão nem a cama arrumava. Depois que as namoradas iam uma por dia, as vezes duas por dia e eu não podia mesmo quando meus pais não estavam em casa. E por ai vai…",2023-01-15T15:55:13Z,"Jan 15, 2023",122w,0,880,"Iniciando pelo fato de quem limpava a casa era minha mãe ou eu. Meu irmão nem a cama arrumava. Depois que as namoradas iam uma por dia, as vezes duas por dia e eu não podia mesmo quando meus pais não estavam em casa. E por ai vai…",48,,2,diferenciacao_domestica,0,neutro,0,0
lauravazdearruda,lauravazdearruda,"Meu irmão me batia muito, eu engolia pq não queria chatear minha mãe que era solo! Mas hoje acho impossível ela não ter percebido na época e me entristece não ter feito nada!",2023-01-15T15:55:22Z,"Jan 15, 2023",122w,0,881,"Meu irmão me batia muito, eu engolia pq não queria chatear minha mãe que era solo! Mas hoje acho impossível ela não ter percebido na época e me entristece não ter feito nada!",33,,0,sem_categoria,0,neutro,0,0
maeriponga,maeriponga,"Meu irmão tinha uma ou duas obrigações na casa (em relação à limpeza e organização). O resto era comigo. Ele podia sair e chegar a hora que fosse, eu não podia passar das 22h (mesmo estando no mesmo lugar que ele). Ele me xingava, me batia... eu gritava! E eu era chamada de louca ou exagerada por conta do grito...",2023-01-15T15:55:28Z,"Jan 15, 2023",122w,7,882,"Meu irmão tinha uma ou duas obrigações na casa (em relação à limpeza e organização). O resto era comigo. Ele podia sair e chegar a hora que fosse, eu não podia passar das 22h (mesmo estando no mesmo lugar que ele). Ele me xingava, me batia... eu gritava! E eu era chamada de louca ou exagerada por conta do grito...",60,,2,diferenciacao_domestica,0,neutro,0,0
nathi_araujosilva,nathi_araujosilva,"Ahhaahhaahha, eu com 6 anos subia no banquinho para cozinhar para meus irmãos mais velhos, que na época tinham 15 e 11 anos!",2023-01-15T15:55:31Z,"Jan 15, 2023",122w,5,883,"Ahhaahhaahha, eu com 6 anos subia no banquinho para cozinhar para meus irmãos mais velhos, que na época tinham 15 e 11 anos!",23,,1,diferenciacao_domestica,0,neutro,0,0
raysnobre,raysnobre,"Tive que brigar com meu pai por minha carteira de motorista enquanto meu irmão foi ensinado a dirigir ainda menor de idade e sua carteira foi uma aquisição ""natural"" da maioridade",2023-01-15T15:55:41Z,"Jan 15, 2023",122w,91,884,"Tive que brigar com meu pai por minha carteira de motorista enquanto meu irmão foi ensinado a dirigir ainda menor de idade e sua carteira foi uma aquisição ""natural"" da maioridade",31,,1,consciencia_resistencia,0,neutro,0,0
tssanttos,tssanttos,"De três irmãos, sou a única filha. Cresci sem poder sair com amigAs, sob controle...e quando questionava, ouvia um ""por que você não nasceu homem também?""",2023-01-15T15:55:51Z,"Jan 15, 2023",122w,0,885,"De três irmãos, sou a única filha. Cresci sem poder sair com amigAs, sob controle...e quando questionava, ouvia um ""por que você não nasceu homem também?""",26,,1,diferenciacao_liberdades,0,neutro,0,0
patricia_pupo,patricia_pupo,"ME identifiquei com muitos, pra não dizer todos os comentários aqui. Um caso específico que eu nunca esqueci foi uma vez que meu irmão mais velho ficou de castigo e deveria voltar pra casa as 20h. Eu já podia voltar as 21h, mas por causa do castigo DELE, tive que passar a voltar as 20h tbm...",2023-01-15T15:55:57Z,"Jan 15, 2023",122w,52,886,"ME identifiquei com muitos, pra não dizer todos os comentários aqui. Um caso específico que eu nunca esqueci foi uma vez que meu irmão mais velho ficou de castigo e deveria voltar pra casa as 20h. Eu já podia voltar as 21h, mas por causa do castigo DELE, tive que passar a voltar as 20h tbm...",56,,2,diferenciacao_domestica,0,neutro,0,0
monicaraquelrocha,monicaraquelrocha,"Meus irmãos adultos não trabalhavam e ficavam o dia todo vendo TV no sofá enquanto eu, criança, tinha que limpar a casa porque eu era menina. E quando eu falava que não faria por não ser justo, era mal educada.",2023-01-15T15:56:00Z,"Jan 15, 2023",122w,0,887,"Meus irmãos adultos não trabalhavam e ficavam o dia todo vendo TV no sofá enquanto eu, criança, tinha que limpar a casa porque eu era menina. E quando eu falava que não faria por não ser justo, era mal educada.",40,,1,diferenciacao_domestica,0,neutro,0,0
samiralapolli,samiralapolli,"Nossa! Queria saber por onde começar. Na minha casa éramos 3 filhas mulheres e 1 filho homem. Quando crianças, tínhamos tabelinha de afazeres domésticos em casa, com excessão do meu irmão. Ele também tinha liberdade pra sair em festas desde os 14 anos, enquanto a gente só teve essa condição depois dos 17 anos. Ele sempre pôde levar as meninas com quem se relacionava para dormir na nossa casa, enquanto nós, filhas mulheres, nem pensar. Ele ganhou um carro do meu pai, tem alguns bens de família no seu nome, enquanto nós 3, não ganhamos um carro e nem temos nada no nosso nome. Isso é só o começo, a lista é grande....",2023-01-15T15:56:00Z,"Jan 15, 2023",122w,0,888,"Nossa! Queria saber por onde começar. Na minha casa éramos 3 filhas mulheres e 1 filho homem. Quando crianças, tínhamos tabelinha de afazeres domésticos em casa, com excessão do meu irmão. Ele também tinha liberdade pra sair em festas desde os 14 anos, enquanto a gente só teve essa condição depois dos 17 anos. Ele sempre pôde levar as meninas com quem se relacionava para dormir na nossa casa, enquanto nós, filhas mulheres, nem pensar. Ele ganhou um carro do meu pai, tem alguns bens de família no seu nome, enquanto nós 3, não ganhamos um carro e nem temos nada no nosso nome. Isso é só o começo, a lista é grande....",113,,2,diferenciacao_domestica,0,neutro,0,0
viva_lendo,viva_lendo,"Coisa do tipo: eu preparava a comida e ele era servido porque se o suco tivesse pronto na geladeira ele não ia beber e a comida nas panelas no fogão ele não ia almoçar, tinha que servir; Ele podia sair de casa e reponder que ia girar o mundo quando minha mãe perguntava para onde, enquanto eu ou não saia ou só podia sair sob “supervisão” as vezes do próprio irmão. E por aí vai.",2023-01-15T15:56:04Z,"Jan 15, 2023",122w,2,889,"Coisa do tipo: eu preparava a comida e ele era servido porque se o suco tivesse pronto na geladeira ele não ia beber e a comida nas panelas no fogão ele não ia almoçar, tinha que servir; Ele podia sair de casa e reponder que ia girar o mundo quando minha mãe perguntava para onde, enquanto eu ou não saia ou só podia sair sob “supervisão” as vezes do próprio irmão. E por aí vai.",75,,2,diferenciacao_domestica,0,neutro,0,0
margaretharten,margaretharten,"Posso estar enganada mas isso se estende pra vida em vários aspectos. Sociedade, casamento",2023-01-15T15:56:07Z,"Jan 15, 2023",122w,0,890,"Posso estar enganada mas isso se estende pra vida em vários aspectos. Sociedade, casamento",14,,1,diferenciacao_domestica,0,neutro,0,0
ferboito,ferboito,"Eu tinha que lavar a louça do almoço todos os dias e meu irmão não. Qdo perguntava pq, meus pais diziam: “Pq vc é menina.” Eu tinha hora pra voltar pra casa qdo saia, meu irmão não. Eu só pude aprender a dirigir com 18 anos. Meu irmão aprendeu aos 13 e já podia sair de carro à noite com essa idade. Dentre mais um milhão de coisas.",2023-01-15T15:56:07Z,"Jan 15, 2023",122w,22,891,"Eu tinha que lavar a louça do almoço todos os dias e meu irmão não. Qdo perguntava pq, meus pais diziam: “Pq vc é menina.” Eu tinha hora pra voltar pra casa qdo saia, meu irmão não. Eu só pude aprender a dirigir com 18 anos. Meu irmão aprendeu aos 13 e já podia sair de carro à noite com essa idade. Dentre mais um milhão de coisas.",68,,2,diferenciacao_domestica,0,neutro,0,0
isadora_ft,isadora_ft,"Eu tinha que ajudar com todas as tarefas domésticas e perguntava porque minha mãe não pedia ajuda para o meu irmão, era pq homem não sabia fazer esse tipo de coisa direito",2023-01-15T15:56:14Z,"Jan 15, 2023",122w,0,892,"Eu tinha que ajudar com todas as tarefas domésticas e perguntava porque minha mãe não pedia ajuda para o meu irmão, era pq homem não sabia fazer esse tipo de coisa direito",32,,0,sem_categoria,0,neutro,0,0
karinefigueiredoalvesda,karinefigueiredoalvesda,"Em casa eram três meninas e dois meninos os serviços de casa eram pra mim e minha irmã,meu irmão mal varria o quintal e sempre que meu pai iria sair ele ia junto ,hoje em dia tenho três filhos dois homens e uma mulher e o os afazeres",2023-01-15T15:56:19Z,"Jan 15, 2023",122w,0,893,"Em casa eram três meninas e dois meninos os serviços de casa eram pra mim e minha irmã,meu irmão mal varria o quintal e sempre que meu pai iria sair ele ia junto ,hoje em dia tenho três filhos dois homens e uma mulher e o os afazeres",48,,2,diferenciacao_domestica,0,neutro,0,0
lorxnalais,lorxnalais,"na minha casa o meu irmão sempre foi incentivado a sair, mesmo sendo o filho mais novo e o único homem, depois de quatro irmãs mais velhas. se ele não estivesse em casa quando meu pai chegasse tava tudo bem, agora se fosse uma de nós (mulheres)... segundo o meu pai, ""homem pode ir até no 1nf3rn0, mas mulher tinha que ficar em casa"".",2023-01-15T15:56:20Z,"Jan 15, 2023",122w,0,894,"na minha casa o meu irmão sempre foi incentivado a sair, mesmo sendo o filho mais novo e o único homem, depois de quatro irmãs mais velhas. se ele não estivesse em casa quando meu pai chegasse tava tudo bem, agora se fosse uma de nós (mulheres)... segundo o meu pai, ""homem pode ir até no 1nf3rn0, mas mulher tinha que ficar em casa"".",64,,2,diferenciacao_domestica,0,neutro,0,0
walbia_veloso,walbia_veloso,"Cresci com meus irmãos e as vezes me sentia até um menino por brincar sempre com eles.😂 Porém os afazeres domésticos sempre sobrava pra mim , até as camas deles eu tinha que arrumar.Enquanto eles assistiam e brincavam .Eu me sentia muito triste com isso.E eu não podia sair se não fosse com eles me vigiando.",2023-01-15T15:56:22Z,"Jan 15, 2023",122w,0,895,"Cresci com meus irmãos e as vezes me sentia até um menino por brincar sempre com eles.😂 Porém os afazeres domésticos sempre sobrava pra mim , até as camas deles eu tinha que arrumar.Enquanto eles assistiam e brincavam .Eu me sentia muito triste com isso.E eu não podia sair se não fosse com eles me vigiando.",56,,2,diferenciacao_domestica,-1,negativo,1,1
michely.clima,michely.clima,"Na minha casa meu irmão não só tirava o lixo pq era ""pesado"" todo o resto era coisa de menina.",2023-01-15T15:56:27Z,"Jan 15, 2023",122w,0,896,"Na minha casa meu irmão não só tirava o lixo pq era ""pesado"" todo o resto era coisa de menina.",20,,1,diferenciacao_domestica,0,neutro,0,0
glaucia_mara_souza,glaucia_mara_souza,"Todos em casa foram ensinados a fazer tudo! Mas se tivesse uma mulher, a obrigação era da mulher! Eu ou a minha mãe!Uma vez eu estava fazendo trabalho da escola, minha mãe não estava, meu pai e meus três irmãos assistindo futebol!!! Meu pai mandou eu parar de fazer o trabalho da escola, pra ir temperar feijão e esquentar a comida p os príncipes! Não pensei duas vezes, salguei bastante o feijão, subi e lá de cima, avisei q a comida estava pronta! Tranquei a porta R e fiquei só ouvindo as reclamações! Sei q estragar comida é errado! Mas… eram as armas q eu tinha!🫣",2023-01-15T15:56:28Z,"Jan 15, 2023",122w,0,897,"Todos em casa foram ensinados a fazer tudo! Mas se tivesse uma mulher, a obrigação era da mulher! Eu ou a minha mãe!Uma vez eu estava fazendo trabalho da escola, minha mãe não estava, meu pai e meus três irmãos assistindo futebol!!! Meu pai mandou eu parar de fazer o trabalho da escola, pra ir temperar feijão e esquentar a comida p os príncipes! Não pensei duas vezes, salguei bastante o feijão, subi e lá de cima, avisei q a comida estava pronta! Tranquei a porta R e fiquei só ouvindo as reclamações! Sei q estragar comida é errado! Mas… eram as armas q eu tinha!🫣",106,,2,diferenciacao_domestica,0,neutro,0,0
eumelainemachado,eumelainemachado,Exatamente. Para minha mãe o meu irmão era um menino perfeito só ele fazia o que era certo.... E percebo que isso não foi bom pra nós. Hoje eu tenho uma vida autônoma e ele depende de meu pai pra auxiliar a gestão da família dele....,2023-01-15T15:56:39Z,"Jan 15, 2023",122w,0,898,Exatamente. Para minha mãe o meu irmão era um menino perfeito só ele fazia o que era certo.... E percebo que isso não foi bom pra nós. Hoje eu tenho uma vida autônoma e ele depende de meu pai pra auxiliar a gestão da família dele....,46,,0,sem_categoria,0,neutro,0,0
bareamel,bareamel,"TODAS as formas demora demais pra listar, mas uma: Eu tinha que acordar bem cedo nos finais de semana para faxinar a casa, mas eles podiam dormir até a hora que quisessem. Depois do almoço eu lavava a louça, enquanto eles descansavam ou podiam sair.",2023-01-15T15:56:40Z,"Jan 15, 2023",122w,8,899,"TODAS as formas demora demais pra listar, mas uma: Eu tinha que acordar bem cedo nos finais de semana para faxinar a casa, mas eles podiam dormir até a hora que quisessem. Depois do almoço eu lavava a louça, enquanto eles descansavam ou podiam sair.",45,,2,diferenciacao_domestica,0,neutro,0,0
conceicao_melooo,conceicao_melooo,"Na.minha casa nunca houve esse comportamento de homem ou mulher,todos foram tratados com amor Erica e respeito,nos como mulheres exercendo as nossas funções e meus irmãos com as deles.e até aqui estamos srm os questionamentos a que hoje fazem burburinho.",2023-01-15T15:56:41Z,"Jan 15, 2023",122w,0,900,"Na.minha casa nunca houve esse comportamento de homem ou mulher,todos foram tratados com amor Erica e respeito,nos como mulheres exercendo as nossas funções e meus irmãos com as deles.e até aqui estamos srm os questionamentos a que hoje fazem burburinho.",40,,2,diferenciacao_domestica,0,neutro,0,0
claudiammgiannella,claudiammgiannella,"Não queriam que eu me separasse por causa dos filhos. Meu irmão ""foi ser feliz.""",2023-01-15T15:56:51Z,"Jan 15, 2023",122w,0,901,"Não queriam que eu me separasse por causa dos filhos. Meu irmão ""foi ser feliz.""",15,,0,sem_categoria,1,positivo,1,1
gaby_batistagro,gaby_batistagro,"Então, na minha casa foi diferente. Meu irmão mais velho era o responsável por cuidar de mim, embora eu tivesse uma babá. Meu irmão limpava casa, e outras atividades domésticas e eu também aprendendo a cuidar da casa. Quando a mãe chegava em casa, a casa estava limpa e chão encerado. Minha mãe cobrava que meu irmão soubesse as atividades domésticas e eu também. Meu irmão sempre teve perfil empreendedor e desde criança começou a vender picolés, e começou a arrumar bicicleta dos amigos. Nossa mãe era muito rigida com amizades (com quem andavamos) se levassemos um garfo pra casa que não era nosso ela mandava devolver. Então não consigo opinar, pois minha mãe sempre procurou manter direitos e deveres iguais pra nós. Cobrava bom comportamento meu e do meu irmão na casas dos outros, receber bem as visitar em casa. E meu irmão cozinha maravilhosamente bem (melhor que eu).",2023-01-15T15:56:56Z,"Jan 15, 2023",122w,0,902,"Então, na minha casa foi diferente. Meu irmão mais velho era o responsável por cuidar de mim, embora eu tivesse uma babá. Meu irmão limpava casa, e outras atividades domésticas e eu também aprendendo a cuidar da casa. Quando a mãe chegava em casa, a casa estava limpa e chão encerado. Minha mãe cobrava que meu irmão soubesse as atividades domésticas e eu também. Meu irmão sempre teve perfil empreendedor e desde criança começou a vender picolés, e começou a arrumar bicicleta dos amigos. Nossa mãe era muito rigida com amizades (com quem andavamos) se levassemos um garfo pra casa que não era nosso ela mandava devolver. Então não consigo opinar, pois minha mãe sempre procurou manter direitos e deveres iguais pra nós. Cobrava bom comportamento meu e do meu irmão na casas dos outros, receber bem as visitar em casa. E meu irmão cozinha maravilhosamente bem (melhor que eu).",150,,2,diferenciacao_domestica,-0.5,negativo,0.5,1
krawczukj,krawczukj,"Meu pai antes de sair ""dividia"" as funções: Minha irmã arrumava banheiro, cozinha e fazia comida; eu ficava com sala, quartos e roupa; já meu irmão a função dele era ""Não perturbe suas irmãs"".",2023-01-15T15:57:05Z,"Jan 15, 2023",122w,0,903,"Meu pai antes de sair ""dividia"" as funções: Minha irmã arrumava banheiro, cozinha e fazia comida; eu ficava com sala, quartos e roupa; já meu irmão a função dele era ""Não perturbe suas irmãs"".",34,,3,diferenciacao_domestica,0,neutro,0,0
vitoria.demarque.m,vitoria.demarque.m,"Eu lembro de aprender a lavar banheiro, fazer café com uns 8/9 anos. E meu irmão tinha 15 anos e minha mãe ainda colocava comida pra ele no prato.",2023-01-15T15:57:12Z,"Jan 15, 2023",122w,0,904,"Eu lembro de aprender a lavar banheiro, fazer café com uns 8/9 anos. E meu irmão tinha 15 anos e minha mãe ainda colocava comida pra ele no prato.",29,,1,diferenciacao_domestica,0,neutro,0,0
