usuario,perfilLink,textoComentario,timestamp,dataFormatada,tempoExibido,likes
lileonetti,lileonetti,Eu e meu irmão - não lembro de alguma situação que se enquadrasse nisso. Ms minha mae super a frente de seu tempo- e hj os dois idosos quem faz tudo em casa é meu Pai. Ela nao sabe nem o preço de 1 kilo de arroz! 🥰🙏💫,2023-01-15T16:10:15.000Z,"Jan 15, 2023",122w,0
kassiarufinopersonal,kassiarufinopersonal,"Aki graças a Deus pai e mãe tentaram e conseguiram equilibrar muito bem! Minha mãe fazia escala com todos os afazeres da ksa e a escala rodava por todos! Eramos em 3 filhos, dois homens e eu!Inclusive a reclamação deles era q eu tinha vantagem por ser mulher e a mais nova!kk Todos aprenderam de tudo! Hoje minha cunhada trabalha fora no horário comercial, e pelo trabalho do meu irmão ser mais flexível ele que cuida da ksa e do filho ❤️ Tem um machismo sim instalado na sociedade, mas meus pais, mesmo tendo decidido q meu pai trabalharia fora e mãe ficaria em ksa, conseguiram nos passar a importância de ambos saberem fazer as funções de ksa! 🙏🏻",2023-01-15T16:10:21.000Z,"Jan 15, 2023",122w,1
lulubomfim,lulubomfim,"Meu irmão tinha todas as atividades do mundo ex : escolinha de futebol, escolhia de surf... Eu ia pra acompanhar 🤡🤡🤡... Pq não havia ""espaço"" pra eu fazer nada.",2023-01-15T16:10:34.000Z,"Jan 15, 2023",122w,0
mariannavieiras4,mariannavieiras4,"Eu e minha irmã sempre arrumávamos a nossa cama , a gente lavava a louça e ajudava a cozinhar e aprendia a cozinhar, mas nosso irmão não era cobrado nisso. E depois mesmo que eu trabalhasse tinha que fazer os afazeres domésticos e se argumentasse pra tentar conscientizar era taxada de vitimista e com complexo de perseguição. Mesmo em uma família que se dizia ""moderna"" de esquerda, com consciência social política e intelectualizada...",2023-01-15T16:10:42.000Z,"Jan 15, 2023",122w,0
renata.bolzam,renata.bolzam,"Quando éramos pequenos, eu era ensinada a varrer, limpar, lavar e meu irmão não tirava o prato da mesa, nem a roupa suja do banheiro, nada. Eu questionei e minha mãe respondeu, na maior naturalidade, que ele não precisava fazer porque era homem. Lembro que joguei a vassoura longe e isso iniciou um conflito entre nós duas que durou décadas. Hoje ele é casado, faz de tudo na cada dele e ela se gaba de ter ensinado. 🙄🤡",2023-01-15T16:10:45.000Z,"Jan 15, 2023",122w,0
_maizamor,_maizamor,"Meus pais não deixavam eu ir nem na padaria na esquina, era coisa de menino. Sempre que queria ir pra algum lugar, ele tinha que ir atrás. Hoje, com 24 anos não consigo sair sozinha e me perco facilmente quando vou a consultas ou algo do tipo. Só comecei a poder sair sozinha com 18 e mesmo assim foi uma luta ""conquistar"" esse direito.",2023-01-15T16:10:48.000Z,"Jan 15, 2023",122w,0
psivictoriaananda,psivictoriaananda,"Meu irmão sempre conseguiu se impor sem ser questionado e invalidado, eu não.",2023-01-15T16:10:54.000Z,"Jan 15, 2023",122w,0
julianapetryvieira,julianapetryvieira,O meu pai dizia que tinham 4 mulheres em casa pra lavar a louça e arrumar a casa quando eu e minhas irmãs dizíamos que nosso dois irmãos podiam dividir Tbm! Machismo puro e muito revoltante!,2023-01-15T16:11:01.000Z,"Jan 15, 2023",122w,0
sustentacto,sustentacto,"Chamei irmas e primas para irmos para a praia, curtir em familia e automaticamente uma prima nos chamou para irmos para sua casa fazer churrasco... ou seja, as mulheres na cozinha os homens fazendo nada... eu insisti que nao queria passar o domingo da familia na cozinha... precisei insistir... 😢",2023-01-15T16:11:28.000Z,"Jan 15, 2023",122w,6
fabiana.montenegro.05,fabiana.montenegro.05,A lista é enorme!!!,2023-01-15T16:11:31.000Z,"Jan 15, 2023",122w,0
jaqueejade,jaqueejade,"A frase que mais ouvi na vida, com toda certeza do mundo, foi: “E olha que ele é homem!”Como se ele tivesse algum direito garantido por lei a fazer tds as merdas do mundo. É que se optasse por não fazer nada errado deveria ser reverenciado em adoração por todos da casa. Desde cedo (8 ou 9 anos) fui tratada como preguiçosa por não fazer as coisas de casa, coisas essas que meu irmão também não fazia, mas estava td ok!!!",2023-01-15T16:11:34.000Z,"Jan 15, 2023",122w,0
marinarodrigues1,marinarodrigues1,"Minha mãe sempre cobrava que eu lavasse a louça, mas nunca vi cobrando dos meus irmãos. E se não levasse, no final do dia quando chegava em casa, só eu tomava bronca. Também era eu quem tinha que ajudar na faxina no final de semana. Meu pai, uma vez, jogou todas as minhas roupas no quintal porque meu quarto estava bagunçado, não me deixou dormir enquanto não arrumasse, e não deixou minha mãe ajudar; o quarto dos meus irmãos sempre foi uma zona e sujo e nunca vi ele fazer nada parecido. Poderia ficar aqui por horas falando disso... Filha do meio, entre dois irmãos homens...",2023-01-15T16:11:45.000Z,"Jan 15, 2023",122w,0
helmoa,helmoa,"Ele Nao tirava a louça da mesa enquanto minha mãe falava que eu tinha que tirar e lavar/ ajudar em casa enquanto ele jogava videogame. Chegava da escola, almoço pronto ia dormir, ai se eu fizesse isso. Mais adultos ela falava que ele nao precisava ajudar nas tarefas de casa pq ele estava cansado pois trabalhava e estudava… sendo que eu também trabalhava fora e fazia faculdade. Mas na minha família o mais absurdo é: domingo na casa da avó: todas as mulheres fazem comida e limpam, enquanto TODOS os homens ficam sentados.",2023-01-15T16:12:02.000Z,"Jan 15, 2023",122w,6
ferlucchi,ferlucchi,"Eu me sinto prejudicada em várias aspectos, mas acho que o mais me dói é que sempre me viam como um problema pq eu questionava. E a resposta que me davam era sempre a mesma: porque ele é homem e vc é mulher. Como se eu merecesse menos as coisas. Nunca aceitei essa justificativa e enquanto meus irmãos saiam, namoravam, estudavam, dirigiam, eu estava enfrentando meus pais pra ter direito de fazer as mesmas coisas. Tive uma adolescência turbulenta e triste e parte da juventude tb. Só melhorou com terapia e hj vejo meus irmãos com uma vida bem mais tranquila e bem sucedida que a minha, pq enquanto eles tiveram tranquilidade e apoio pra buscar essas coisas, eu tive que brigar, me desgastar, argumentar, dentre tantas outras coisas que eles não tiveram que vivenciar única e exclusivamente por serem homens. 😢",2023-01-15T16:12:19.000Z,"Jan 15, 2023",122w,133
nata.re.magalhaes,nata.re.magalhaes,"Eu tenho muita, muita coisa para contar. Única mulher entre 5 irmãos. Sofri machismo a vida toda e continuei sofrendo até adulta, até me afastar e hoje ter contato zero! Hoje sou livre e feliz, tratando TODOS (e são muitos!) os traumas de infância.",2023-01-15T16:12:25.000Z,"Jan 15, 2023",122w,0
luna_pedrosa,luna_pedrosa,"Meu pai pagou habilitação categorias A até a D para meu irmão (mais velho q eu 3 anos) com apenas 18 anos. Mas, até hoje (vou completar 32 anos) eu nunca pude tirar nem a categoria A. Já perdi muita oportunidade de emprego por não ter habilitação e nem condições para financiar uma. As prioridades para uma filha mulher nem existem.",2023-01-15T16:12:29.000Z,"Jan 15, 2023",122w,0
eueleseosgemeos,eueleseosgemeos,"Ahhh que eu vou postar tb… além de vaaaarias, que a gente tá cansada de saber ( tipo eu lavar a louça e ele ir jogar videogame) tem o fato inesquecível pra mim que era qd fazíamos natação, ai qd tinha competição fora da cidade, minhas amigas iam, meu irmão ia e meu pai não deixava eu ir, e minha mãe era conivente e não movia uma palha pra bater de frente pra eu ir tb. Eu vivia abandonando a natação que eu amava por causa disso. Me sentia muito injustiçada, mas “onde já se viu menina sair sozinha”🥺",2023-01-15T16:12:34.000Z,"Jan 15, 2023",122w,44
maria_aangelic,maria_aangelic,"Meu irmão não fazia nada, era cheio de “frescura” com roupa (tinha que ser bem lavada e passada), exigia a comida que ele Gostava e por muito tempo era feito a comida pra agradá-lo, aliás para não desagrada-lo. Meu pai construiu uma casa para ele ( pq é o Homem que tem que dar o lar para sua esposa). Resumo da ópera : eu nunca tive essa “ajudinha”, o curso da faculdade que eu amo nunca tive a ajuda do meu pai, mas ele pagou a do meu irmão...Hoje especificamente meu pai está internado, e quem está com ele ? Eu né ?",2023-01-15T16:13:00.000Z,"Jan 15, 2023",122w,4
_hosanasantana_,_hosanasantana_,"Na minha família somos 5 mulheres e 3 homens todos filhos , as mulheres tinha que trocar até o gás porque se não poderia virar o que não prestava , comida no prato , roupa lavada e passada , resultado 3 homens emocionante fracos não serviram p nada , tenho 43 anos e sou a última filha já dá pra imaginar o cenário do caus e quanto as mulheres todas decididas mulheres fortes em todos os espetos 🙌",2023-01-15T16:13:04.000Z,"Jan 15, 2023",122w,0
okulta.quiromancia,okulta.quiromancia,Fico tão revoltada lendo esses comentários!!!,2023-01-15T16:13:07.000Z,"Jan 15, 2023",122w,9
elen.cristinar,elen.cristinar,"Tive que cuidar dos meus irmãos mais novos e muitas vezes me privar das minhas coisas para isso. Os serviços domésticos sempre foram feitos por eu e minha mãe, eles nunca fizeram nada. Podiam estar todos sem fazer nada, eu era chamada para ajudar enquanto eles podiam ficar de boa na sala.",2023-01-15T16:13:13.000Z,"Jan 15, 2023",122w,6
ela_brandao,ela_brandao,"Eu tinha obrigação de arrumar dentro de casa e ele do lado de fora. Eu não podia deixar de fazer, mas a parte dele ninguém cobrava quando não fazia.",2023-01-15T16:13:29.000Z,"Jan 15, 2023",122w,0
slvn_dan,slvn_dan,"Se fosse falar tudo, não saberia por onde começar. Foi triste 😔. Inclusive, apanhei muito do meu irmão, que é mais velho. Hoje eu com certeza o denunciaria por violência doméstica.",2023-01-15T16:13:31.000Z,"Jan 15, 2023",122w,0
brupolicastro,brupolicastro,"Eu sair com os amigos, era desocupada, rebelde… Ele saia 300x mais durma fora e o escambau e tá tudo bem no final ainda ganha o último celular lançado e cartão de crédito adicional .",2023-01-15T16:13:40.000Z,"Jan 15, 2023",122w,0
paula.poeta,paula.poeta,"Eu fazia tudo: lavava louça, lavava banheiro, passava pano na casa. Enquanto eles assistiam TV e jogavam video-game. Quando eu reclamava, ouvia: eles são homens!!",2023-01-15T16:13:41.000Z,"Jan 15, 2023",122w,0
denise__ss,denise__ss,"Tive dois irmãos mais velhos, diferença de 12 anos pro mais velho, a eles sempre era dado o direito de dormir ate mais tarde, sair pra festas, nao ter obrigações em casa e quanto a mim assim que acordava nao podia fazer barulho para nao acordar eles tinha que ir no mercado comprar as coisas pro almoço ajudar a preparar o almoço quando estivesse pronto eu tinha que ir chamá-los e depois ainda ajudar com a louça e os cuidados da casa. Sempre me era cobrado que a casa estivesse arrumada, e que se todos saissem de casa e so eu ficasse a obrigação do almoço/janta era minha. Isso nunca foi cobrado de nenhum irmão/primo meu.",2023-01-15T16:13:56.000Z,"Jan 15, 2023",122w,0
marciacardoso.10,marciacardoso.10,Meu Deus! Quantos GATILHOS😢😢😢😢😢😢muito triste com os relatos que eu li…,2023-01-15T16:13:56.000Z,"Jan 15, 2023",122w,0
agabidoconsorcio,agabidoconsorcio,"Eu não tinha poder de escolha de ir ou não pra igreja, não podia sair, não podia ter amigos, era obrigada a arrumar a casa desde os meus 7/8 anos se não apanhava…",2023-01-15T16:14:07.000Z,"Jan 15, 2023",122w,4
amandameggiato,amandameggiato,"Sou um ano e meio mais velha que meu irmão, estava tirando a habilitação quando meu irmão ganhou um carro dos meus pais no aniversário dele de 18 anos",2023-01-15T16:14:24.000Z,"Jan 15, 2023",122w,0
cris_grigiotaira,cris_grigiotaira,"Minha mãe me chamava para ajudar nos afazeres de casa e não chamava meu irmão, quando eu questionava ela dizia que ele estava estudando porém eu tbm estava e não tinha opção de continuar. Muitas vezes eu estudava de madrugada para não ir mal nas provas…",2023-01-15T16:14:40.000Z,"Jan 15, 2023",122w,0
fabifernandess_,fabifernandess_,"Tínhamos padaria, eu além de atender tinha q limpar todos os dias tudo, ajudar meu pai assar os pães, arrumar as vitrines. Meu irmão só atendia e ainda recebia um valor diário.",2023-01-15T16:14:43.000Z,"Jan 15, 2023",122w,0
toquematerno,toquematerno,"Graças a Deus não sofri com isso, somos em 2 mulheres e meu irmão. Ele cuida da casa melhor do que nós duas juntas. Cada um sabe do seu espaço e tento ensinar isso para os meus filhos. Os deveres dos dois são iguais. Principalmente a ajuda deles em casa.",2023-01-15T16:14:54.000Z,"Jan 15, 2023",122w,0
anaevangelista.psicologa,anaevangelista.psicologa,"O perdão e a aceitação de qualquer erro do irmão, a oferta de ajuda imediata sem diminuir e humilhar como é feito com as filhas quando precisam de alguma coisa.",2023-01-15T16:15:10.000Z,"Jan 15, 2023",122w,0
nutrililianboaventura,nutrililianboaventura,"Meus irmãos podiam sair com liberdade total e eu não. Eles não faziam nada em casa, mas eu precisava pq era menina.",2023-01-15T16:15:14.000Z,"Jan 15, 2023",122w,0
letielleguizolfi,letielleguizolfi,"Minha mãe sempre dizia que meu irmão não tinha que fazer nada, pois éramos mulheres e tínhamos que fazer 😢",2023-01-15T16:15:24.000Z,"Jan 15, 2023",122w,0
alineptephotos,alineptephotos,@fizrosa,2023-01-15T16:15:36.000Z,"Jan 15, 2023",122w,0
camposlenir,camposlenir,"Minha mãe, suas duas irmãs e seus 3 irmãos (enquanto solteiros e morando com o meu avô), todos trabalhavam no negócio familiar. Meu avô administrava os investimentos, comprou terrenos e registrou-os apenas nos nomes dos filhos homens. Quando ele e minha avó partiram para o plano espiritual, ainda bem novos, deixaram de herança vários terrenos, esses foram repartidos igualmente entre os 6 filhos. Minha mãe e tias acreditam que tiveram prejuízo, mas nunca houve briga entre a família! Saber aceitar o que a vida nos impõe é sabedoria!!! Viver não é estar constantemente em luta!!! O que nos traz felicidade é a paz ❤️",2023-01-15T16:15:38.000Z,"Jan 15, 2023",122w,0
debccbatista,debccbatista,"A minha experiência foi bem diferente: minha mãe SEMPRE dividiu as tarefas domésticas entre a gente! Meu irmão sempre foi tratado como alguém que precisava colaborar e respeitar a rotina da casa. Nunca ouvi dos meus pais ""seu irmão pode porque ele é homem"". Graças a Deus! Talvez seja um dos motivos que nos fez crescer tão próximos, tão amigos. ❤️",2023-01-15T16:16:03.000Z,"Jan 15, 2023",122w,5
kate_florentino,kate_florentino,@babi.prateado corre aqui 👀,2023-01-15T16:16:04.000Z,"Jan 15, 2023",122w,0
babi.prateado,babi.prateado,@maededois_kateflor vixx. Não vai caber aqui não.,2023-01-15T16:46:59.000Z,"Jan 15, 2023",122w,0
luhmezzari,luhmezzari,"Eu cresci numa casa com 3 filhos, eu mais velha, meu irmão no meio e minha irmã caçula. Meu irmão ganhou cursinho pré-vestibular, nós não. Meu irmão ganhou carro quando entrou na faculdade. Nós não. Meu irmão teve a carteira de habilitação e auto-escola paga pelo meu pai no mês de aniversário dele. Eu paguei a minha, na mesma época que ele fez, sendo eu 2 anos mais velha, com 20 anos, antes não tive condições pra isso. Os direitos e deveres também tinham dois pesos e duas medidas. Sair e voltar tarde ou mesmo somente sair, não eram dados a nos meninas e afazeres da casa eram destinados a ala feminina como dever das mulheres.",2023-01-15T16:16:10.000Z,"Jan 15, 2023",122w,0
anapaulaemb,anapaulaemb,Eu tinha que chegar meia noite em casa… Meu irmão caçula (os do meio não) levava namorada pra dormir lá…,2023-01-15T16:16:18.000Z,"Jan 15, 2023",122w,0
unidunyte_,unidunyte_,@ownakaa veja os comentários,2023-01-15T16:16:24.000Z,"Jan 15, 2023",122w,0
nahvalli,nahvalli,"Eu cresci em uma família de 11 netos sendo que eu era a única menina e sou a única menina em casa tb (mais dois irmãos)! E a minha mãe nunca deixou que eu fosse tratada diferente. Reclamavam do tamanho da minha saia? Sim! Minha mãe não deixava que eu me importasse! Falavam pra eu ajudar a tirar a mesa? Sim! E eu logo respondia “quando meus primos tb tirarem eu tiro”. “Natália, ajuda nisso, naquilo. Sim, mas eu não vou fazer sozinha não!”. Em casa nunca teve diferença, sou a mais velha! Namorado meu dormia em casa, eu voltava a hora q queria (sempre com meu pai buscando). E aprendi a me impor desde pequena! Sou vista como brava desde pequena! Mas, ligo zero!",2023-01-15T16:16:29.000Z,"Jan 15, 2023",122w,277
hylda_klock,hylda_klock,"É que estamos evoluindo , mais em outras épocas o menino usava azul e a menina usava rosa. Por isso a importância de se posicionar!",2023-01-15T16:16:43.000Z,"Jan 15, 2023",122w,0
iranisoares25,iranisoares25,"Estava lembrando há pouco, depois de vir da casa de mainha, como ela sempre nos questionava se queríamos ser macho, toda vez que queríamos alguma liberdade ""inerente"" à condição de homem nessa sociedade colonizada e patriarcal, obviamente que p questionamento era pra nós ""enquadrar"" na nossa condição feminina. Os irmãos (2) sempre exercia poder sobre nos (3) além de viverem o privilégio de serem servidos sem ter ala trabalho, até hoje.... hoje penso que cuidamos da mudança da educação das meninas, mas dos meninos tem se cuidado menos...",2023-01-15T16:16:45.000Z,"Jan 15, 2023",122w,20
olivia.ca,olivia.ca,Meu deus do céu!!! Me identificando com varias coisas aqui! To quase chorando,2023-01-15T16:16:56.000Z,"Jan 15, 2023",122w,0
vasconcelosaurea,vasconcelosaurea,"Só eu fazia a tarefa de ""lavar louça"" e era uma humilhação pra aprender a dirigir",2023-01-15T16:17:11.000Z,"Jan 15, 2023",122w,0
thaiseag,thaiseag,"Eu fazia faculdade e chegava tinha que cozinhar. Meu irmão é mais novo, quando foi pra faculdade à noite, chegava em casa, comida pronta no prato.",2023-01-15T16:17:30.000Z,"Jan 15, 2023",122w,2
ariana_9325,ariana_9325,"Ser abusada aos 8 anos pelo irmão de 16 e escutar dos pais que não contasse pra ninguém, pra ninguém ficar sabendo é machismo? 🙁",2023-01-15T16:17:37.000Z,"Jan 15, 2023",122w,15
helen_r_santos,helen_r_santos,"Quando eu tinha 10 ou 12 anos minha mãe me chamou ensinar a lavar minhas calcinhas, ela trouxe junto a cuecas do meu irmão e disse q eu iria lavar tb. Mas eu não aceitei e não lavei. Como argumento ela disse q ela lavava as cuecas do irmão dela quando morava com eles. Outra coisa eu nunca pude fazer nada sozinha, por exemplo sair para brincar, quando criança, ou ir a festas quando adolescente se o meu irmão não fosse. A minha liberdade estava condicionada a presença do meu irmão.",2023-01-15T16:17:42.000Z,"Jan 15, 2023",122w,0
aline.sayuri.takei,aline.sayuri.takei,"Minha mãe tem mania de limpeza seletiva. Sempre cobrou muito de mim, num nível até neurótico (me cobrava por panos de prato que molhavam no uso, um pelo de cachorro na sala). Ah, e de forma violenta, com xingamentos e voz alta. Meu irmão nunca foi cobrado. Quando se dignava a fazer algo, como lavar a louça, deixava a pia suja, engordurada, com pedacinhos de comida. Nunca foi cobrado, era até aplaudido por lavar o próprio prato. Já comigo... Quando ela retornava de viagens, já entrava em casa como um furacão procurando defeitos na organização doméstica para me agredir, procurando literalmente pelo em ovo. Ela é uma pessoa controladora e que não regula bem a própria raiva, mas é interessante que isso é seletivo. Eu me afastei emocionalmente de ambos. Existe uma cordialidade, desejo sorte na vida, mas não sou mais tão próxima. É nítida e violenta a diferença de tratamento. Que post importante.",2023-01-15T16:17:44.000Z,"Jan 15, 2023",122w,170
iamdanielepp,iamdanielepp,Até hoje!,2023-01-15T16:17:50.000Z,"Jan 15, 2023",122w,0
lynsaraiva,lynsaraiva,"Mau irmão nasceu quando eu tinha 10 anos. Aos 12, ouvi que meu pai queria tanto que nossas idades fossem trocadas, pq tinha tanta coisa que ele queria fazer com meu irmão que agora não tinha mais fôlego pela idade. Meu pai era meu herói justamente pq ele não me tratava como uma boneca. Doeu pensar que ele só fazia aquilo pq não tinha um menino e que preferia ter feito com o mano.",2023-01-15T16:18:11.000Z,"Jan 15, 2023",122w,47
naticassemiro,naticassemiro,Eu tinha que lavar louça e ele não. Rs,2023-01-15T16:18:19.000Z,"Jan 15, 2023",122w,0
mily.portela,mily.portela,"Meus primos moravam com a gente na adolescência e tínhamos uma tabela pra cada dia um lavar louça, minha vó só lavava no dia deles 🤔🙄",2023-01-15T16:18:29.000Z,"Jan 15, 2023",122w,14
mariaalicefreitasschroeder,mariaalicefreitasschroeder,"Meu pai não me deixou frequentar barzinhos e boates antes de completar 15 anos. Fiquei muito brava que além de ter que esperar pela idade estipulada, ainda tinha que sair só com a companhia do meu irmão. Detalhe: ele tinha 13!",2023-01-15T16:18:38.000Z,"Jan 15, 2023",122w,0
lauralovis,lauralovis,"Ixeeee, meu pai sempre que fala da nossa infância ou dos filhos ( uma filha e um filho) ele sempre fala do filho, até confunde as histórias legais ou engraçadas da infância sempre com o filho como protagonista. Minha mãe sempre o corrige.",2023-01-15T16:18:41.000Z,"Jan 15, 2023",122w,9
alinebernardone,alinebernardone,"Minha mãe me acordava gritando ""VAI LEVANTAR NÃO, MADAME?"". Se eu demorasse a levantar, ela ligava o som bem alto com uma música q eu detestava. Eu levantava já na força do ódio. E aí ela mandava eu limpar a casa e meu irmãos irem brincar pq ""eu era mulher e tinha q ajudar ela"". Hj em dia, os dois são totalmente dependentes das companheiras, não amadureceram, são machistas...",2023-01-15T16:19:04.000Z,"Jan 15, 2023",122w,0
almeidamichelle28,almeidamichelle28,"Sou 4 anos mais velha que meus irmãos, meu pai ensinou meus irmãos a dirigir com 12 anos, já eu tive que esperar os 18 🤡",2023-01-15T16:19:41.000Z,"Jan 15, 2023",122w,0
eleusaraquel,eleusaraquel,Estou chorando aqui.... acho melhor não trazer aqui 😢,2023-01-15T16:19:48.000Z,"Jan 15, 2023",122w,4
_meumundointerior,_meumundointerior,"quando meus pais viajam, a obrigação de cuidar de tudo na casa deles (casa e pets) sempre fica cmg. nunca é cobrado na msm proporção do meu irmão (""ahhh pq ele tem a vida dele"".... e eu nem na casa deles moro mais)",2023-01-15T16:19:53.000Z,"Jan 15, 2023",122w,0
reginapedroso,reginapedroso,Minha mae está com demência . Meu irmão simplesmente se sente no direito de não cuidar dela na mesma medida . Alega que tem trabalho e família . Empoderado pela própria mãe .,2023-01-15T16:20:21.000Z,"Jan 15, 2023",122w,0
grazicastro5,grazicastro5,"Pois minha mãe fé tudo diferente, meu irmão cuidava de mim, diferença de idade de 8 anos, e ele fazia tudo em casa, quando ela chegava do trabalho estava tudo arrumado por nós. 😍",2023-01-15T16:20:32.000Z,"Jan 15, 2023",122w,0
adrirkdiniz,adrirkdiniz,Meu irmão não precisava fazer nenhum serviço de casa. E se ficava a obrigação ele simplesmente não fazia. Quando minha mãe chegava cobrava de mim o que era pra ele fazer e no final das contas ela mesmo fazia. 🤡,2023-01-15T16:20:41.000Z,"Jan 15, 2023",122w,0
robertacarvalhocarlini,robertacarvalhocarlini,@fabiana.carlini e @daniela.carlini,2023-01-15T16:20:46.000Z,"Jan 15, 2023",122w,0
cris_marguiar,cris_marguiar,"Enquanto nós as filhas, tínhamos que limpar, cozinhar e lavar, o filho fazia o que bem entendia. Era serviço de mulher.😢",2023-01-15T16:20:56.000Z,"Jan 15, 2023",122w,0
cristiane86cunha,cristiane86cunha,"Não tive irmão, mas tenho várias amigas com irmãos e é cada história... Minha mãe tb tinha um irmão e as histórias renderam...",2023-01-15T16:21:16.000Z,"Jan 15, 2023",122w,0
nayara.estetica,nayara.estetica,"Meu irmão sempre teve as prioridades, roupas e sapatos de marca, nunca fazia nada dentro de casa, eu tinha que arruma casa, cozinha e arruma o quarto dele que vivia na bagunça. Ele levou a namorada para marca com agente e eu tinha que fazer as coisas pra ele e pra ela.",2023-01-15T16:21:20.000Z,"Jan 15, 2023",122w,0
mo.emah,mo.emah,"Até hoje a minha mãe não deixa meu irmão fazer nada sozinho! Nem arrumar a cama que ele dorme. Mas, antes do galo cantar ela acordava eu e minha irmã para ensinar a cuidar da casa.",2023-01-15T16:21:22.000Z,"Jan 15, 2023",122w,3
carolvines,carolvines,"Eu não tive irmãos homens em casa, só uma irmã. Fomos criadas bem livres, minha mãe não deixava que fizéssemos tarefas domésticas (o que eu acho um erro), sempre levei namorados em casa, inclusive pra dormir e dormia fora de casa sem nenhum problema. Quando casei, não sabia fazer nada, aprendi com o marido tarefas básicas como fazer um macarrão ou ligar a máquina de lavar roupa.",2023-01-15T16:21:24.000Z,"Jan 15, 2023",122w,2
almeidamichelle28,almeidamichelle28,"Quando era pra sair pra algum passeio sempre preferiam levar meus irmãos, pq segundo os tios eu dava mais trabalho! Mas sei que é pq sou mulher e precisavam se preocupar mais, não queriam ter trabalho!",2023-01-15T16:21:29.000Z,"Jan 15, 2023",122w,0
anaalmeida60,anaalmeida60,Havia comidas que eram só dele: eu não podia comer iogurte nem maçã por exemplo. E não era por “pobreza “.,2023-01-15T16:21:50.000Z,"Jan 15, 2023",122w,0
brunabrito_,brunabrito_,"Eu ia começar a escrever aqui… mas são tantaaaas mas taaaaaaantas situações machistas que sofri dentro de casa no qual deram preferência para meu irmão, que não cabe caracter aqui pra eu escrever rs",2023-01-15T16:21:51.000Z,"Jan 15, 2023",122w,0
hiulagomes,hiulagomes,A cobrança por parte das tarefas de casa como uma obrigação feminina. Como se viver num ambiente limpo e organizado fosse apenas um benefício nosso. O homem se beneficia sem ter esse compromisso. O que nos sobrecarrega porque a jornada é sempre dupla.,2023-01-15T16:22:02.000Z,"Jan 15, 2023",122w,0
bruna_morine_,bruna_morine_,"Não tenho coragem nem de contar o que passei . Só quero esquecer e seguir em frente. Mas acreditem , meu irmão espancava minha irmã e eu e achava que tinha esse direito.",2023-01-15T16:22:10.000Z,"Jan 15, 2023",122w,0
etiennealves.psi,etiennealves.psi,Uma vida depoimentos...😂😢,2023-01-15T16:22:12.000Z,"Jan 15, 2023",122w,0
clauzinhammiranda,clauzinhammiranda,"Eu e meus irmãos trabalhávamos e estudávamos o dia todo, e nosso horário de chegada era o mesmo. Minha mãe preparava um prato de comida pra eles e dizia para mim que a comida estava no fogão, e eu podia ir me servir.",2023-01-15T16:22:25.000Z,"Jan 15, 2023",122w,0
mariana.nissen,mariana.nissen,"Eu tinha que voltar das festas 2h pra casa, enquanto meus irmãos não tinham hora. Depois da minha primeira vez meus pais tiveram uma conversa constrangedora comigo, acredito que bem sabem qdo foi a dos meus irmãos.",2023-01-15T16:22:43.000Z,"Jan 15, 2023",122w,0
roselipatricioferreira,roselipatricioferreira,Infelizmente meninos usufruem de certos privilégios!!! E nós como educadores e pais devemos buscar como lidar com isto.,2023-01-15T16:22:58.000Z,"Jan 15, 2023",122w,0
milenafischborn,milenafischborn,"Tive sorte de só ter tido irmãs então nunca senti essas diferenças. Já meu marido tem irmãos e irmãs e ele diz que os meninos desde cedo iam para o mato com os homens, ajudar a cortar uma montanha de lenha, acordando cedo, no frio, na chuva, na neve e no sol. Ou pescaria, horas no frio e na umidade esperando o peixe pegar no anzol. Caçar tb, o que ele sempre odiou. E as irmãs realmente ficavam em casa com a mãe, ajudando a arrumar a casa e preparar as refeições.",2023-01-15T16:23:02.000Z,"Jan 15, 2023",122w,2
mulherfenix.hj,mulherfenix.hj,"Eu e minha irmã fazíamos tudo, faxinava a casa, cozinhava, passava roupa. Meu irmão não lavava um copo. Se eu tivesse filho não ia ser nada diferente entre eles. O q a filha fizesse o filho ia fazer do igual modo. Mas tive duas meninas.",2023-01-15T16:23:03.000Z,"Jan 15, 2023",122w,0
_aleguidi,_aleguidi,"""Mas ele é homem .."" era tudo que eu ouvia",2023-01-15T16:23:07.000Z,"Jan 15, 2023",122w,0
greice_smachado,greice_smachado,"Tudo era justificado com a frase: pq vc é menina! É assim até hj, mas não vou passar isso para minha filha nem deixar que passem. A começar pela bendita história do brinco na orelha, não coloquei na minha bebê nem vou colocar",2023-01-15T16:23:09.000Z,"Jan 15, 2023",122w,0
kate_florentino,kate_florentino,"Enquanto homens não forem educados para servir e cuidar, assim como nós mulheres somos socializadas... Eles serão INCAPAZES de servir e cuidar dos filhos.",2023-01-15T16:23:22.000Z,"Jan 15, 2023",122w,7
